GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,TAXON CONCEPT ID,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,EXOTIC CODE,OBSERVATION COUNT,BREEDING CODE,BREEDING CATEGORY,BEHAVIOR CODE,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS1374719825,2022-03-25 22:42:46.332456,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Berks,US-PA-011,,"29.0",,,"Rte 422 West, over Schuylkill River",L18250996,P,"40.3114086","-75.9170035",2022-03-25,18:45:00,obsr121611,S105583144,Incidental,P20,EBIRD,,,,"2.0","0",,"0","1","0",,Seen while riding past on the highway.,"One seen among Turkey Vultures along the Schuylkill River, seemingly in fine habitat."
URN:CornellLabOfOrnithology:EBIRD:OBS1358175359,2022-03-05 09:41:18.334917,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Berks,US-PA-011,,"28.0",,,"73 Sweetwater Lane, Wernersville, Pennsylvania, US (40.343, -76.091)Home",L18007854,P,"40.3426712","-76.0909723",2022-03-05,09:39:00,obsr3007034,S104202563,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,Gathering sticks
URN:CornellLabOfOrnithology:EBIRD:OBS1355334343,2022-03-01 15:49:03.637638,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",,,,,United States,US,Pennsylvania,US-PA,Bucks,US-PA-017,,"30.0",,,Morrisville Riverfront Park,L10929403,P,"40.2053611","-74.7680029",2022-03-01,09:00:00,obsr197809,S103962515,Stationary,P21,EBIRD,"10.0",,,"1.0","1",,"0","1","1",,,"together, large dark falcon"
URN:CornellLabOfOrnithology:EBIRD:OBS1360815272,2022-03-08 13:29:51.857889,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Bucks,US-PA-017,,"30.0",,,PA Trnpk at Del. R.,L1398163,P,"40.1166939","-74.8329235",2022-03-06,13:20:00,obsr41111,S104431809,Stationary,P21,EBIRD,"5.0",,,"2.0","1",,"1","1","1",,,photo
URN:CornellLabOfOrnithology:EBIRD:OBS1360127142,2022-03-07 21:18:02.408035,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Bucks,US-PA-017,,"29.0",,,Core Creek Park,L275293,H,"40.2031024","-74.9143112",2022-03-07,09:30:00,obsr407613,S104373331,Traveling,P22,EBIRD,"100.0","2.012",,"1.0","1",,"0","1","1",,"Partly sunny, breezy and up to 72°. Drove around the lake and walked a bit. Walking distance only. 2 FOY Mourning Cloaks seen.",Large falcon circled once low over my head.
URN:CornellLabOfOrnithology:EBIRD:OBS1371711758,2022-03-29 21:56:13.169727,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Bucks,US-PA-017,,"30.0",,,Penn Warner Tract General Area (restricted access),L5598700,H,"40.1508659","-74.779011",2022-03-21,12:15:00,obsr656495,S105328697,Traveling,P22,EBIRD,"145.0","2.897",,"1.0","1",,"0","1","1",,"Mostly sunny, 63-67f, nw 10-15 mph","Soaring overhead, large falcon diagnostic shape and mustache"
URN:CornellLabOfOrnithology:EBIRD:OBS1377105826,2022-03-28 19:06:29.944133,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Bucks,US-PA-017,,"29.0",,,Core Creek Park,L275293,H,"40.2031024","-74.9143112",2022-03-28,13:25:00,obsr2822666,S105786011,Traveling,P22,EBIRD,"67.0","3.975",,"1.0","1",,"0","1","1",,,Large falcon flying low over the boathouse heading west. Dropped down to harass a ring billed gull that was standing alone at the shoreline. Wingspan wider than the gulls. It was missing enough primary and possibly secondary feathers on its right wing to show an obvious gap.
URN:CornellLabOfOrnithology:EBIRD:OBS1359012876,2022-03-06 06:40:35.735364,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Carbon,US-PA-025,,"28.0",,,Strohl's Valley Rd.,L1044162,H,"40.8626654","-75.5829763",2022-03-05,09:20:00,obsr31215,S104225230,Traveling,P22,EBIRD,"40.0","2.092",,"2.0","1",,"0","1","0",,"Partly cloudy, 25F, Wind NE 5 mph.","Large falcon seen without optics, for just a few seconds, as it swooped into view with wings pulled back, quickly turned and dove out of sight over the hilltop where the SNGO were feeding in the corn field."
URN:CornellLabOfOrnithology:EBIRD:OBS1378449263,2022-03-30 12:23:46.516518,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Centre,US-PA-027,US-PA_1140,"28.0",,,Bald Eagle SP--Rte. 150 Overlook,L1107192,H,"41.0250461","-77.6657438",2022-03-30,09:44:00,obsr903100,S105896682,Traveling,P22,EBIRD,"158.0","30.387",,"13.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1383936854,2022-04-05 16:54:03.500431,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Centre,US-PA-027,US-PA_1140,"28.0",,,Bald Eagle SP--Lower Greens Run,L784907,H,"41.0102485","-77.674123",2022-03-30,10:40:00,obsr1005252,S106354483,Traveling,P22,EBIRD,"30.0","0.628",,"13.0","1",G8120827,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1382975895,2022-04-04 14:00:51.055277,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Centre,US-PA-027,US-PA_1140,"28.0",,,Bald Eagle SP--Lower Greens Run,L784907,H,"41.0102485","-77.674123",2022-03-30,10:40:00,obsr607372,S106274204,Traveling,P22,EBIRD,"30.0","0.628",,"13.0","1",G8120827,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1382977529,2022-04-04 14:00:51.055277,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Centre,US-PA-027,US-PA_1140,"28.0",,,Bald Eagle SP--Lower Greens Run,L784907,H,"41.0102485","-77.674123",2022-03-30,10:40:00,obsr339480,S106274238,Traveling,P22,EBIRD,"30.0","0.628",,"13.0","1",G8120827,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1360965902,2022-03-08 14:32:05.509337,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Centre,US-PA-027,,"28.0",,,"127 Beaumanor Rd, State College US-PA (40.8273,-77.8802)",L18052882,P,"40.827302","-77.880206",2022-03-08,14:15:00,obsr1590805,S104446446,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1371260165,2022-03-22 07:38:27.179414,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,"111 Talgrath Ct, Exton US-PA 40.05722, -75.63930",L18199784,P,"40.057224","-75.639303",2022-03-21,06:36:00,obsr2980920,S105288263,Stationary,P21,EBIRD,"39.0",,,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1360140419,2022-03-07 12:08:29.071267,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Schuylkill River Trail--Cromby/Phoenixville,L3518888,H,"40.1480119","-75.5288621",2022-03-07,10:37:00,obsr1970070,S104374493,Traveling,P22,EBIRD,"69.0","4.41",,"2.0","1",G7988301,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1359447762,2022-03-06 16:04:04.588015,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Hibernia County Park--Chambers Lake,L865342,H,"40.0308266","-75.8571303",2022-03-06,06:56:00,obsr544551,S104317187,Traveling,P22,EBIRD,"484.0","0.837",,"1.0","1",,"0","1","0",,,"Adult; made 2 passes, eventually soaring with an Eagle"
URN:CornellLabOfOrnithology:EBIRD:OBS1379307041,2022-03-31 15:45:13.63498,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Schuylkill River Trail--Cromby/Phoenixville,L3518888,H,"40.1480119","-75.5288621",2022-03-31,09:15:00,obsr948183,S105968474,Stationary,P21,EBIRD,"60.0",,,"1.0","0",,"1","1","0",,,One was eating and they took the rest of the meal to its mate at what I presume is the new nesting site.
URN:CornellLabOfOrnithology:EBIRD:OBS1360278174,2022-03-07 15:43:17.33477,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Schuylkill River Trail--Cromby/Phoenixville,L3518888,H,"40.1480119","-75.5288621",2022-03-07,08:41:00,obsr768051,S104387144,Traveling,P22,EBIRD,"88.0","2.334",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1360119793,2022-03-07 12:08:29.071267,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",,,,,United States,US,Pennsylvania,US-PA,Chester,US-PA-029,,"29.0",,,Schuylkill River Trail--Cromby/Phoenixville,L3518888,H,"40.1480119","-75.5288621",2022-03-07,10:37:00,obsr2209375,S104373230,Traveling,P22,EBIRD,"69.0","4.41",,"2.0","1",G7988301,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1377329153,2022-03-28 20:47:18.928032,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Clinton,US-PA-035,,"28.0",,,Old Railroad Bridge,L18291383,P,"41.1642387","-77.3363456",2022-03-28,18:30:00,obsr688855,S105806737,Traveling,P22,EBIRD,"45.0","17.703",,"1.0","1",,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1359132665,2022-03-06 09:35:46.606758,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Clinton,US-PA-035,,"28.0",,,"436 McKinney Rd, Lock Haven US-PA 41.15532, -77.37183",L12662805,P,"41.155321","-77.371834",2022-03-06,09:34:00,obsr961013,S104286494,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1377194537,2022-03-28 17:42:31.213225,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Clinton,US-PA-035,,"28.0",,,McElhattan Bridge,L1534897,H,"41.1652544","-77.3662418",2022-03-27,16:45:00,obsr688855,S105795129,Traveling,P22,EBIRD,"70.0","16.093",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1378012876,2022-03-29 19:05:27.293579,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Clinton,US-PA-035,,"28.0",,,Spook Hollow Rd,L8550047,P,"41.1621491","-77.3339448",2022-03-29,14:46:00,obsr112037,S105863072,Traveling,P22,EBIRD,"22.0","3.219",,"2.0","1",,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1377224586,2022-03-28 17:32:15.213418,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Clinton,US-PA-035,,"28.0",,,McElhattan Bridge,L1534897,H,"41.1652544","-77.3662418",2022-03-27,13:00:00,obsr688855,S105796494,Traveling,P22,EBIRD,"62.0","19.312",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1370633341,2022-03-20 14:50:13.393674,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Crawford,US-PA-039,US-PA_1125,"13.0",,,State Game Lands 214--Miller Ponds,L527306,H,"41.6061661","-80.4182804",2022-03-20,13:26:00,obsr339902,S105235565,Traveling,P22,EBIRD,"20.0","1.609",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1370901226,2022-03-20 20:30:16.774487,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Cumberland,US-PA-041,US-PA_1153,"28.0",,,West Fairview Park/Boat Launch (Cumberland Co.),L451837,H,"40.2721182","-76.9139314",2022-03-20,16:55:00,obsr346097,S105260998,Stationary,P21,EBIRD,"4.0",,,"2.0","1",G8050203,"0","1","1",,,"Large falcon blew past boat launch, circled and flew into Cumberland."
URN:CornellLabOfOrnithology:EBIRD:OBS1370833909,2022-03-20 20:30:16.774487,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Cumberland,US-PA-041,US-PA_1153,"28.0",,,West Fairview Park/Boat Launch (Cumberland Co.),L451837,H,"40.2721182","-76.9139314",2022-03-20,16:55:00,obsr298180,S105254789,Stationary,P21,EBIRD,"4.0",,,"2.0","1",G8050203,"0","1","1",,,"Large falcon blew past boat launch, circled and flew into Cumberland."
URN:CornellLabOfOrnithology:EBIRD:OBS1363240890,2022-03-11 17:48:51.45319,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,"S River Rd, Duncannon US-PA (40.3969,-77.0074)",L14242739,P,"40.396911","-77.007418",2022-03-11,17:47:00,obsr1577273,S104629014,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1376372568,2022-03-28 12:13:40.635232,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,US-PA_1153,"28.0",,,Susquehanna River--from West Fairview (Dauphin Co.),L833038,H,"40.2720977","-76.9132984",2022-03-25,11:12:00,obsr853887,S105725401,Stationary,P21,EBIRD,"14.0",,,"2.0","1",G8082405,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1369513648,2022-03-20 12:53:50.363178,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,State Game Lands 290--Haldeman Island,L664129,H,"40.4232979","-76.9942474",2022-03-16,17:16:00,obsr1577273,S105137077,Traveling,P22,EBIRD,"140.0","2.414",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1368553645,2022-03-18 07:42:44.115375,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,"Pennsylvania State Capitol, Harrisburg US-PA (40.2623,-76.8794)",L18156350,P,"40.262332","-76.879365",2022-03-05,09:00:00,obsr590519,S105052948,Stationary,P21,EBIRD,"10.0",,,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1370815437,2022-03-20 18:11:06.964415,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,US-PA_1153,"28.0",,,Susquehanna River--from West Fairview (Dauphin Co.),L833038,H,"40.2720977","-76.9132984",2022-03-20,16:56:00,obsr346097,S105254359,Incidental,P20,EBIRD,,,,"2.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1372119017,2022-03-23 08:55:33.173332,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,"Clark's Ferry bridge US-22 W, Duncannon US-PA (40.3991,-77.0086)",L8156508,P,"40.399078","-77.008572",2022-03-19,13:10:00,obsr805514,S105360768,Incidental,P20,EBIRD,,,,"2.0","0",G8062066,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1372797812,2022-03-23 08:55:33.173332,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,"Clark's Ferry bridge US-22 W, Duncannon US-PA (40.3991,-77.0086)",L8156508,P,"40.399078","-77.008572",2022-03-19,13:10:00,obsr790419,S105416113,Incidental,P20,EBIRD,,,,"2.0","0",G8062066,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1372887034,2022-03-23 11:36:31.258469,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",T ,C3,T ,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,,"28.0",,,"US-22 W, Tower City US-PA (40.3611,-76.9253)",L18222414,P,"40.361084","-76.925333",2022-03-23,11:23:00,obsr849332,S105424756,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,Actively chasing turkey vultures away from The rocky cliffs on second mountain.
URN:CornellLabOfOrnithology:EBIRD:OBS1367316809,2022-03-16 15:23:54.333106,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,US-PA_1153,"28.0",,,Harvey Taylor Bridge,L7256419,P,"40.263132","-76.895679",2022-03-16,15:13:00,obsr113539,S104951475,Traveling,P22,EBIRD,"10.0","1.374",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1376149227,2022-03-28 12:12:51.180679,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Dauphin,US-PA-043,US-PA_1153,"28.0",,,Susquehanna River--from West Fairview (Dauphin Co.),L833038,H,"40.2720977","-76.9132984",2022-03-25,11:12:00,obsr1009369,S105703831,Stationary,P21,EBIRD,"14.0",,,"2.0","1",G8082405,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1373024503,2022-03-24 08:46:03.543989,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Delaware,US-PA-045,,"30.0",,,Delaware River--Hog Island Rd. (Delaware Co.),L511542,H,"39.8584371","-75.2606074",2022-03-23,11:45:00,obsr1285479,S105436437,Traveling,P22,EBIRD,"106.0","1.628",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1371918533,2022-03-21 23:43:35.363284,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Delaware,US-PA-045,,"30.0",,,Governor Printz Park,L1358551,H,"39.8611743","-75.3033854",2022-03-21,19:00:00,obsr687597,S105345839,Stationary,P21,EBIRD,"5.0",,,"1.0","0",,"0","1","0",,,adult close fly-by at parking lot
URN:CornellLabOfOrnithology:EBIRD:OBS1371721558,2022-03-21 18:07:49.030444,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Delaware,US-PA-045,,"29.0",,,Woodmere,L18206573,P,"39.9909739","-75.3003413",2022-03-21,17:25:00,obsr336082,S105329591,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1356689679,2022-03-03 07:52:35.397172,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Delaware,US-PA-045,,"29.0",,,"Pilgrim Gardens Post Office, Drexel Hill US-PA 39.95521, -75.32254",L17984505,P,"39.955212","-75.322539",2022-03-03,07:51:00,obsr400190,S104074436,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1360645045,2022-03-08 05:52:16.122298,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Delaware,US-PA-045,,"30.0",,,Chester Riverfront at Commodore Barry Bridge,L1065489,H,"39.830833","-75.3793377",2022-03-07,16:51:00,obsr53511,S104417739,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1355861276,2022-03-01 23:36:26.052969,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Delaware,US-PA-045,,"29.0",,,Office Loft,L10440553,P,"39.9571317","-75.2839056",2022-03-01,16:00:00,obsr1481525,S104007059,Traveling,P22,EBIRD,"75.0","3.219",,"15.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1363023036,2022-03-11 14:08:59.340771,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Delaware,US-PA-045,,"30.0",,,Chester Riverfront at Commodore Barry Bridge,L1065489,H,"39.830833","-75.3793377",2022-03-11,12:30:00,obsr53511,S104610348,Traveling,P22,EBIRD,"16.0","0.162",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1357415557,2022-03-04 09:05:12.729937,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Erie,US-PA-049,US-PA_1123,,,,Presque Isle SP--Thompson Bay,L1056703,H,"42.1681112","-80.081749",2022-03-03,15:11:00,obsr1288387,S104138203,Traveling,P22,EBIRD,"35.0","0.789",,"2.0","1",G7970624,"0","1","0",,,Tried to grab a duck from the raft of diving ducks. Flushed the ducks
URN:CornellLabOfOrnithology:EBIRD:OBS1359679577,2022-03-08 16:56:21.552563,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Erie,US-PA-049,US-PA_1123,"13.0",,,Presque Isle SP (IBA),L129756,H,"42.15868","-80.0994568",2022-03-06,09:35:00,obsr727851,S104338919,Traveling,P22,EBIRD,"539.0","43.243",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1363001916,2022-03-11 12:17:12.368995,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Erie,US-PA-049,,,,,Presque Isle SP--Gull Pt.,L337068,H,"42.169432","-80.0617236",2022-03-10,08:47:00,obsr726119,S104608405,Traveling,P22,EBIRD,"148.0","4.361",,"4.0","1",G8002123,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1359246533,2022-03-06 16:24:54.286455,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Erie,US-PA-049,US-PA_1123,"13.0",,,Presque Isle SP (IBA),L129756,H,"42.15868","-80.0994568",2022-03-06,07:50:00,obsr298866,S104297421,Traveling,P22,EBIRD,"125.0","20.922",,"1.0","1",,"0","1","0",,"Warm, upper 50s and sunny. Windy SSW 25-30mph. Lots of waterfowl at Leo’s landing, Thompson’s bay, houseboats, misery bay, perry monument and boat launch #4.",
URN:CornellLabOfOrnithology:EBIRD:OBS1373894677,2022-03-24 20:05:36.624445,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Erie,US-PA-049,,"13.0",,,Tom Ridge Environmental Center/Presque Isle Hawk Watch,L2943760,H,"42.1096013","-80.1539218",2022-03-24,08:15:00,obsr353838,S105512680,Traveling,P22,EBIRD,"480.0","0.322",,"6.0","1",,"0","1","0",,"Hawk Watch.  I had lots of help today including Russ States, Sam Stull, Ken Felix,--Justin Berkheimer, and Jennifer Ferrick.  Visitors included Don Snyder,--Scott Goring, Julie Leonard, Mark Lethaby, and four other visitors.",
URN:CornellLabOfOrnithology:EBIRD:OBS1365852480,2022-03-14 18:07:38.876473,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Erie,US-PA-049,US-PA_1123,,,,Presque Isle SP--Thompson Bay,L1056703,H,"42.1681112","-80.081749",2022-03-14,12:39:00,obsr1288387,S104836957,Traveling,P22,EBIRD,"25.0","0.692",,"2.0","1",G8019583,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1360836053,2022-03-08 14:58:40.235331,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Erie,US-PA-049,US-PA_1123,"13.0",,,Presque Isle SP--Boat Launch 4,L17972281,P,"42.1572759","-80.1122256",2022-03-08,11:23:00,obsr727851,S104433523,Traveling,P22,EBIRD,"26.0","0.451",,"2.0","1",G7992428,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1355982588,2022-03-02 09:06:51.027639,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Erie,US-PA-049,,"13.0",,,Hillside Park (Erie),L6766185,H,"42.1004514","-80.0589395",2022-03-02,07:10:00,obsr563874,S104015313,Traveling,P22,EBIRD,"20.0","1.207",,"1.0","1",,"0","1","0",,,"large falcon flew over park at tree-tops heading up and over ridge; markings on head and size unmistakable"
URN:CornellLabOfOrnithology:EBIRD:OBS1378495232,2022-03-30 22:12:25.286209,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Erie,US-PA-049,,,,,Presque Isle SP--Gull Pt.,L337068,H,"42.169432","-80.0617236",2022-03-30,08:15:00,obsr41294,S105892444,Traveling,P22,EBIRD,"150.0","2.816",,"1.0","1",,"0","1","0",,,
