GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,TAXON CONCEPT ID,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,EXOTIC CODE,OBSERVATION COUNT,BREEDING CODE,BREEDING CATEGORY,BEHAVIOR CODE,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS1322269207,2022-01-19 14:58:04.43466,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,"Gettysburg National Military Park, Cumberland US-PA (39.8054,-77.2481)",L6771046,P,"39.805431","-77.24808",2022-01-19,14:56:00,obsr43068,S101046558,Stationary,P21,EBIRD,"1.0",,,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1318395974,2022-01-15 20:16:46.33994,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Brunot Island--Doerr St.,L1078564,H,"40.4691841","-80.0419664",2022-01-14,15:41:00,obsr95598,S100729515,Traveling,P22,EBIRD,"38.0","0.692",,"2.0","1",G7713089,"1","1","0",,"Peregrine jousting with the Raven above the State Correctional Institution roof top.  Both birds flying repeatedly at each other but not quite making contact as they met.  Hard to tell who the aggressor was, as they both charged at each other and neither one backed off, before they disappeared over the prison roof out of view.  Saw both of them perched about 15 minutes later on different parts of the prison rooftops.  Perhaps one had a meal they were fighting over.  Or, maybe it was a territorial dispute.",Jousting with the Raven above the State Correctional Institution roof tops.
URN:CornellLabOfOrnithology:EBIRD:OBS1312409870,2022-01-06 17:57:52.360617,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Schenley Plaza,L3176256,H,"40.4427413","-79.9522519",2022-01-06,12:16:00,obsr1133249,S100248879,Stationary,P21,EBIRD,"34.0",,,"4.0","1",G7671623,"0","1","0",,,"A Cooper’s Hawk made the mistake of flying too high next to the Cathedral of Learning, and the female Peregrine made a swooping attack, driving it almost to the ground.  A little later, we saw the male flying with the female."
URN:CornellLabOfOrnithology:EBIRD:OBS1327047604,2022-01-25 15:45:24.099516,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,"North Oakland, 157 Cathedral of Learning",L2379848,P,"40.44377","-79.95237",2022-01-24,13:15:00,obsr42729,S101437151,Stationary,P21,EBIRD,"15.0",,,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1333310503,2022-02-03 04:45:35.529223,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,The Motherland,L17630628,P,"40.386926","-79.927576",2022-01-28,11:45:00,obsr2937900,S101936860,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,sitting in a tree
URN:CornellLabOfOrnithology:EBIRD:OBS1313852134,2022-01-08 18:10:42.02396,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,McKees Rocks Bridge,L2657487,H,"40.4772553","-80.0476847",2022-01-08,12:39:00,obsr670405,S100367904,Traveling,P22,EBIRD_PA,"43.0","0.913",,"2.0","1",G7683165,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1327049872,2022-01-25 15:40:26.836036,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Schenley Park,L271279,H,"40.4353843","-79.9402845",2022-01-22,11:30:00,obsr42729,S101436909,Traveling,P22,EBIRD,"90.0","3.219",,"1.0","1",,"0","1","0",,,On nest rail
URN:CornellLabOfOrnithology:EBIRD:OBS1319951067,2022-01-16 13:18:30.948242,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,"100 North Bellefield Avenue, Pittsburgh, Pennsylvania, US (40.447, -79.952)",L7445606,P,"40.4468933","-79.9518478",2022-01-07,14:00:00,obsr42729,S100857315,Traveling,P22,EBIRD,"45.0","1.609",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1329780008,2022-01-29 15:22:01.030407,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,McKees Rocks Bridge,L13544151,P,"40.47802","-80.047097",2022-01-28,14:10:00,obsr314052,S101664321,Traveling,P22,EBIRD,"30.0","0.805",,"2.0","1",G7794539,"0","1","0",,One sitting on the swing.,On the swing
URN:CornellLabOfOrnithology:EBIRD:OBS1318897964,2022-01-15 16:09:32.450043,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Tarentum Bridge Park,L2640014,H,"40.5983052","-79.7562039",2022-01-15,10:58:00,obsr664927,S100768858,Stationary,P21,EBIRD,"11.0",,,"1.0","1",,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1353875767,2022-02-27 13:44:58.798683,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,McKees Rocks Bridge,L13544151,P,"40.47802","-80.047097",2022-01-02,10:56:00,obsr391860,S103841523,Traveling,P22,EBIRD,"24.0","0.402",,"2.0","1",G7633346,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1318828377,2022-01-15 17:16:46.707518,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,McKees Rocks Bridge,L2657487,H,"40.4772553","-80.0476847",2022-01-15,08:35:00,obsr973050,S100761260,Incidental,P20,EBIRD,,,,"2.0","0",G7719557,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1315619859,2022-01-10 16:05:16.473873,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Tarentum Bridge Park,L2640014,H,"40.5983052","-79.7562039",2022-01-10,15:58:00,obsr664927,S100511833,Stationary,P21,EBIRD,"7.0",,,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1308680304,2022-01-02 13:16:35.766489,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,McKees Rocks Bridge,L13544151,P,"40.47802","-80.047097",2022-01-02,10:56:00,obsr314052,S99930766,Traveling,P22,EBIRD,"24.0","0.402",,"2.0","1",G7633346,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1314018872,2022-01-08 18:10:42.02396,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,McKees Rocks Bridge,L2657487,H,"40.4772553","-80.0476847",2022-01-08,12:39:00,obsr314052,S100382823,Traveling,P22,EBIRD_PA,"43.0","0.913",,"2.0","1",G7683165,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1307564761,2022-01-01 11:32:37.423158,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Three Rivers Heritage Trail--North Shore,L14467809,H,"40.450324","-79.9946727",2022-01-01,09:55:00,obsr44671,S99828317,Traveling,P22,EBIRD,"96.0","3.319",,"1.0","1",,"0","1","0",,,On highmark building in town
URN:CornellLabOfOrnithology:EBIRD:OBS1326782214,2022-01-25 10:50:08.37279,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,"North Oakland, 157 Cathedral of Learning",L2379848,P,"40.44377","-79.95237",2022-01-19,14:37:00,obsr42729,S101412714,Stationary,P21,EBIRD,"2.0",,,"1.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1319949250,2022-01-16 13:14:43.646045,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Schenley Park,L271279,H,"40.4353843","-79.9402845",2022-01-04,12:30:00,obsr42729,S100856922,Traveling,P22,EBIRD,"45.0","2.414",,"1.0","1",,"0","1","0",,,Perched at CL
URN:CornellLabOfOrnithology:EBIRD:OBS1312288341,2022-01-06 15:03:05.074408,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Schenley Plaza,L3176256,H,"40.4427413","-79.9522519",2022-01-06,12:16:00,obsr42729,S100237405,Stationary,P21,EBIRD,"34.0",,,"4.0","1",G7671623,"0","1","0",,"DK, Melissa Little, Kate St. John, Judy Schryer.  We were across the street, at the Cathedral of Learning, to look for a peregrine.","A Cooper’s Hawk made the mistake of flying too high next to the Cathedral of Learning, and the female Peregrine made a swooping attack, driving it almost to the ground.  A little later, we saw the male flying with the female."
URN:CornellLabOfOrnithology:EBIRD:OBS1327052238,2022-01-25 15:44:26.865225,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Schenley Park,L271279,H,"40.4353843","-79.9402845",2022-01-23,12:00:00,obsr42729,S101437101,Traveling,P22,EBIRD,"120.0","8.047",,"1.0","1",,"0","1","0",,Snowing heavily. Birds were not out in it,
URN:CornellLabOfOrnithology:EBIRD:OBS1330850197,2022-01-30 23:27:16.053014,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Head of the Ohio River (incl. Point SP),L340163,H,"40.442146","-80.0147581",2022-01-30,16:49:00,obsr2181435,S101754999,Traveling,P22,EBIRD,"54.0","0.895",,"1.0","1",,"0","1","0",,,Circling communication tower on Mt Washington then flew across river above casino
URN:CornellLabOfOrnithology:EBIRD:OBS1319747509,2022-01-16 09:55:25.718207,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Tarentum Bridge Park,L2640014,H,"40.5983052","-79.7562039",2022-01-16,09:51:00,obsr664927,S100838439,Stationary,P21,EBIRD,"3.0",,,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1326339186,2022-01-24 17:07:10.691906,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Brunot Island--Doerr St.,L1078564,H,"40.4691841","-80.0419664",2022-01-14,15:41:00,obsr854557,S101371672,Traveling,P22,EBIRD,"38.0","0.692",,"2.0","1",G7713089,"1","1","0",,,Jousting with the Raven above the State Correctional Institution roof tops.
URN:CornellLabOfOrnithology:EBIRD:OBS1324484896,2022-01-22 15:17:17.460689,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,"166 North Dithridge Street, Pittsburgh, Pennsylvania, US (40.449, -79.952)",L17514115,P,"40.4487349","-79.9516341",2022-01-22,15:15:00,obsr1496323,S101222511,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,Flying in circles around the Cathedral of Learning.
URN:CornellLabOfOrnithology:EBIRD:OBS1330577804,2022-01-30 14:21:48.968101,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Schenley Park,L271279,H,"40.4353843","-79.9402845",2022-01-30,11:20:00,obsr2070076,S101730736,Traveling,P22,EBIRD,"150.0","6.437",,"1.0","1",,"0","1","0",,,By Cathedral
URN:CornellLabOfOrnithology:EBIRD:OBS1316334125,2022-01-11 17:04:54.44411,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Tarentum Bridge Park,L2640014,H,"40.5983052","-79.7562039",2022-01-11,16:35:00,obsr664927,S100566964,Stationary,P21,EBIRD,"20.0",,,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1328320312,2022-06-13 12:58:51.095699,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,"Unknown Sex, Adult (1)",United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Aspinwall Riverfront Park,L1025938,H,"40.4887331","-79.9040151",2022-01-26,14:20:00,obsr340912,S101540945,Stationary,P21,EBIRD,"25.0",,,"1.0","1",,"0","1","0",,,"Flew upriver past the railroad bridge, circled once over the clubhouse and headed back down river."
URN:CornellLabOfOrnithology:EBIRD:OBS1312293029,2022-01-06 15:03:05.074408,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Schenley Plaza,L3176256,H,"40.4427413","-79.9522519",2022-01-06,12:16:00,obsr136531,S100237149,Stationary,P21,EBIRD,"34.0",,,"4.0","1",G7671623,"0","1","0",,,"A Cooper’s Hawk made the mistake of flying too high next to the Cathedral of Learning, and the female Peregrine made a swooping attack, driving it almost to the ground.  A little later, we saw the male flying with the female."
URN:CornellLabOfOrnithology:EBIRD:OBS1315602066,2022-01-10 15:57:22.012532,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,"128 North Craig Street, Pittsburgh, PA",L11600975,P,"40.4478748","-79.9492054",2022-01-10,15:56:00,obsr42729,S100511400,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,At CL
URN:CornellLabOfOrnithology:EBIRD:OBS1318997631,2022-01-15 20:02:40.217962,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,"Unknown Sex, Adult (1)",United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Tarentum Bridge Park,L2640014,H,"40.5983052","-79.7562039",2022-01-15,12:29:00,obsr862635,S100777893,Traveling,P22,EBIRD,"11.0","0.325",,"1.0","1",,"1","1","0",,,FOY
URN:CornellLabOfOrnithology:EBIRD:OBS1310950208,2022-01-04 18:26:26.646094,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,McKees Rocks Bridge,L2657487,H,"40.4772553","-80.0476847",2022-01-04,16:14:00,obsr1496323,S100126932,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,On the bridge
URN:CornellLabOfOrnithology:EBIRD:OBS1330751015,2022-01-30 17:32:49.28496,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,"127 S Highland Ave, Pittsburgh US-PA 40.46068, -79.92482",L17601192,P,"40.460682","-79.92482",2022-01-30,17:30:00,obsr1602724,S101747072,Incidental,P20,EBIRD,,,,"2.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1319050012,2022-01-15 13:42:42.892881,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Schenley Plaza,L3176256,H,"40.4427413","-79.9522519",2022-01-15,12:50:00,obsr723832,S100782980,Stationary,P21,EBIRD,"14.0",,,"1.0","1",,"0","1","0",,,"Perched on right upper protrusion of Cathedral of Learning, eating lunch"
URN:CornellLabOfOrnithology:EBIRD:OBS1326780482,2022-01-25 10:49:01.695259,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,"North Oakland, 157 Cathedral of Learning",L2379848,P,"40.44377","-79.95237",2022-01-19,08:58:00,obsr42729,S101412384,Stationary,P21,EBIRD,"2.0",,,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1319257329,2022-01-15 17:16:46.707518,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,McKees Rocks Bridge,L2657487,H,"40.4772553","-80.0476847",2022-01-15,08:35:00,obsr1186853,S100802465,Incidental,P20,EBIRD,,,,"2.0","0",G7719557,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1330871052,2022-01-30 20:10:47.152686,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Head of the Ohio River (incl. Point SP),L340163,H,"40.442146","-80.0147581",2022-01-30,17:07:00,obsr160352,S101749525,Traveling,P22,EBIRD,"55.0","0.322",,"2.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1330797329,2022-01-30 20:00:42.356592,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Head of the Ohio River (incl. Point SP),L340163,H,"40.442146","-80.0147581",2022-01-30,16:48:00,obsr1496323,S101750747,Traveling,P22,EBIRD,"92.0","2.06",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1331520312,2022-01-31 17:46:59.432652,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Tarentum Bridge Park,L2640014,H,"40.5983052","-79.7562039",2022-01-31,17:46:00,obsr1352059,S101806661,Stationary,P21,EBIRD,"5.0",,,"2.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1329175982,2022-01-29 15:22:01.030407,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,McKees Rocks Bridge,L13544151,P,"40.47802","-80.047097",2022-01-28,14:10:00,obsr391860,S101610637,Traveling,P22,EBIRD,"30.0","0.805",,"2.0","1",G7794539,"0","1","0",,One sitting on the swing.,On the swing
URN:CornellLabOfOrnithology:EBIRD:OBS1321499290,2022-01-18 16:06:49.523735,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,McKees Rocks Bridge,L2657487,H,"40.4772553","-80.0476847",2022-01-18,11:44:00,obsr314052,S100985971,Traveling,P22,EBIRD,"19.0","0.322",,"1.0","1",,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1320447029,2022-01-16 23:37:41.177444,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",,,,"Female, Adult (1); Male, Adult (1)",United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Tarentum Bridge Park,L2640014,H,"40.5983052","-79.7562039",2022-01-16,14:15:00,obsr664927,S100901049,Stationary,P21,EBIRD,"20.0",,,"1.0","1",,"1","1","0",,,Female band number 48/BR on down river nav light beam. This PEFA is back for her 5th year nesting on the bridge.
URN:CornellLabOfOrnithology:EBIRD:OBS1311304125,2022-01-05 08:40:04.108124,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Oakland,L2529774,P,"40.4444364","-79.9528366",2022-01-05,08:37:00,obsr439453,S100157929,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1330800112,2022-01-30 20:01:19.170321,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Head of the Ohio River (incl. Point SP),L340163,H,"40.442146","-80.0147581",2022-01-30,16:28:00,obsr2572325,S101751513,Traveling,P22,EBIRD,"89.0","2.414",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1331259734,2022-01-31 11:30:15.903279,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Tarentum Bridge Park,L2640014,H,"40.5983052","-79.7562039",2022-01-31,11:29:00,obsr2388081,S101784131,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1330309543,2022-02-02 16:08:10.564301,"11782",issf,avibase-6C7DCE6B,Peregrine Falcon,Falco peregrinus,Peregrine Falcon (North American),Falco peregrinus anatum,,"1",,,,"Unknown Sex, Adult (1)",United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,"Home, Crystal Dr, Oakmont US-PA (40.5185,-79.8234)",L11298719,P,"40.518421","-79.823416",2022-01-30,08:30:00,obsr862635,S101704568,Stationary,P21,EBIRD,"25.0",,,"1.0","1",,"1","1","0",,,"FOYard Adult with thin bars across pale breast and belly, strong black face mask; perched in black cherry tree with 4 crows. Photos"
URN:CornellLabOfOrnithology:EBIRD:OBS1311333241,2022-01-05 09:29:39.850302,"11782",issf,avibase-6C7DCE6B,Peregrine Falcon,Falco peregrinus,Peregrine Falcon (North American),Falco peregrinus anatum,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Sewickley Bridge,L10069614,P,"40.5506383","-80.1800417",2022-01-05,09:10:00,obsr145570,S100160323,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1312328582,2022-01-06 15:53:03.371321,"11782",issf,avibase-6C7DCE6B,Peregrine Falcon,Falco peregrinus,Peregrine Falcon (North American),Falco peregrinus anatum,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Fort Duquesne Bridge,L17346700,P,"40.4441036","-80.0091087",2022-01-06,13:25:00,obsr579216,S100240888,Traveling,P22,EBIRD,"2.0","0.805",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1309710201,2022-01-03 10:37:31.588388,"11782",issf,avibase-6C7DCE6B,Peregrine Falcon,Falco peregrinus,Peregrine Falcon (North American),Falco peregrinus anatum,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Schenley Plaza,L3176256,H,"40.4427413","-79.9522519",2022-01-03,10:34:00,obsr1810830,S100016504,Stationary,P21,EBIRD,"3.0",,,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1326768687,2022-01-25 10:51:47.509268,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Beaver,US-PA-007,,"28.0",,,Bridgewater Crossing,L13389901,P,"40.6962904","-80.2924204",2022-01-25,08:30:00,obsr500504,S101411985,Stationary,P21,EBIRD,"20.0",,,"1.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1330755563,2022-01-30 17:44:00.969101,"11781",species,avibase-47E58408,Peregrine Falcon,Falco peregrinus,,,,"2",,,,,United States,US,Pennsylvania,US-PA,Beaver,US-PA-007,,"28.0",,,Mouth of Beaver River,L658705,H,"40.6952166","-80.2901459",2022-01-30,17:12:00,obsr274680,S101748013,Stationary,P21,EBIRD,"17.0",,,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1322161161,2022-01-19 12:42:39.225164,"11782",issf,avibase-6C7DCE6B,Peregrine Falcon,Falco peregrinus,Peregrine Falcon (North American),Falco peregrinus anatum,,"2",,,,,United States,US,Pennsylvania,US-PA,Beaver,US-PA-007,,"28.0",,,Mouth of Beaver River,L658705,H,"40.6952166","-80.2901459",2022-01-19,12:34:00,obsr145570,S101038163,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1327586112,2022-01-26 14:27:03.867718,"11782",issf,avibase-6C7DCE6B,Peregrine Falcon,Falco peregrinus,Peregrine Falcon (North American),Falco peregrinus anatum,,"1",,,,,United States,US,Pennsylvania,US-PA,Beaver,US-PA-007,,"28.0",,,Mouth of Beaver River,L658705,H,"40.6952166","-80.2901459",2022-01-26,10:25:00,obsr145570,S101480458,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,Peregrine chased off imm eagle,
URN:CornellLabOfOrnithology:EBIRD:OBS1308588824,2022-01-02 10:53:16.338036,"11782",issf,avibase-6C7DCE6B,Peregrine Falcon,Falco peregrinus,Peregrine Falcon (North American),Falco peregrinus anatum,,"1",,,,,United States,US,Pennsylvania,US-PA,Beaver,US-PA-007,,"28.0",,,Mouth of Beaver River,L658705,H,"40.6952166","-80.2901459",2022-01-02,07:31:00,obsr145570,S99923018,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,flight with prey
URN:CornellLabOfOrnithology:EBIRD:OBS1310512266,2022-01-04 08:37:05.50625,"11782",issf,avibase-6C7DCE6B,Peregrine Falcon,Falco peregrinus,Peregrine Falcon (North American),Falco peregrinus anatum,,"2",,,,,United States,US,Pennsylvania,US-PA,Beaver,US-PA-007,,"28.0",,,Mouth of Beaver River,L658705,H,"40.6952166","-80.2901459",2022-01-04,07:33:00,obsr145570,S100085210,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,
